investor_id,0
704,755333.34
744,283899.60000000003
1312,774590.0
2236,740543.0
2300,191647.26
2403,0.0
2412,294144.5
2535,1127920.0
2731,831338.6399999999
2955,2456645.5
2963,1725179.0599999998
2968,687985.5
3023,18095.0
3242,652446.0
3894,3781371.4
3898,3984489.2
3983,153900.0
4041,381815.0
4066,5112689.04
4083,683098.16
4109,312640.0
4110,378125.0
4283,38283.5
4351,77830.0
4354,125647.5
4403,54905.0
4437,153462.5
5132,8883657.2
5324,32600.0
5325,433541.72
5331,342156.04000000004
5758,87921.8
5948,13590.0
6198,159975.24
6373,199206.0
6429,1360422.0
6647,113313.42
6764,216320.0
6873,398986.36
6914,243196.0
7916,77696.0
7936,76070.0
7954,648210.5
8127,165045.0
8625,19386.88
8684,446812.0
9099,189452.5
9176,1422990.0
9191,210235.44
10022,518531.25
10216,34825.7
10252,233283.35
10283,532152.75
10357,214202.36000000002
10510,2215332.63
10554,149095.55
10571,565279.52
10621,1823540.0
10627,525620.35
10637,620770.0
10648,3687087.2
10670,1611183.0699999998
10781,710363.6000000001
10783,129893.85
10795,5023465.0
10888,232361.2
10913,378358.22
11013,92250.0
11111,565570.0
11163,1817644.61
11177,13708221.7
11421,436389.14999999997
11513,478410.0
11872,560046.2
12170,208604.30000000005
12627,2446260.0
12924,449320.0
13885,566746.0
14074,315863.0
14192,1903494.0
14412,110848.95
14478,371559.0
14497,81399.5
14561,183560.0
14653,99075.9
14656,195132.0
14804,5035891.529999999
14985,0.0
15310,667270.0
15333,223590.0
15345,723091.5
15348,694114.46
15368,288350.0
15427,566590.0
15441,445035.0
15590,800278.0
15592,760716.16
15724,593912.0
15814,16440.0
15950,710229.6500000001
15956,225634.69999999998
16131,112501.77
16209,73069.44
16433,556180.0
16511,828609.49
16836,121114.25
16841,6848860.750000001
16878,378241.31
16990,148499.97999999998
17002,2687034.8499999996
17719,340158.5
17837,66144.0
17930,219814.65000000002
18139,406884.62999999995
18144,1781949.8900000001
18145,1793777.6400000001
18146,1789605.1400000001
18149,146240.0
18156,5257108.0
18157,3581589.0
18158,1984499.0
18159,2175520.0
18169,3130140.0
18178,10518029.5
18195,679682.0
18206,886526.0
18228,2967558.2
18232,5162102.0
18233,2214994.75
18246,10907119.74
18273,0.0
18317,1682374.8
18321,2429757.32
18322,2076627.2199999995
18327,5692282.3
18332,203060.23
18333,10594059.709999999
18335,889544.46
18344,496614.82999999996
18348,104775780.10999997
18364,75267.0
18366,3805539.46
18397,0.0
18401,2131776.2
18404,8589125.0
18416,985665.0
18427,1080011.6400000001
