,0
280,0.0029793648796942766
281,0.0032475251974873796
282,0.0038155939728742715
283,0.004078492255375884
284,0.004579256744469039
285,0.0043379803907866174
286,0.004500598206643296
287,0.00462430862637107
288,0.004299407505190012
289,0.004359557848503968
290,0.004497359593142511
291,0.004316059530210695
292,0.004098947405801321
293,0.003984346000047857
294,0.004172486163490524
295,0.004393565597765785
296,0.004540365423193647
297,0.004804810962658037
298,0.004826776843163381
299,0.0052464208246174844
300,0.004940799897987047
301,0.004892575001830104
302,0.005159863766872834
303,0.004964913217440337
304,0.00530892281665879
305,0.006069206613994966
306,0.006112138385271082
307,0.006119294790159749
308,0.005913717087696084
309,0.006055709333296144
310,0.005958705884665332
311,0.00568438224322015
312,0.005561695883022295
313,0.005585074061931588
314,0.005746288233315707
315,0.006089763165759254
316,0.006245577194496068
317,0.006121869874386286
318,0.005917943140314699
319,0.00626117287774466
320,0.006162027195703894
321,0.006216246149648755
322,0.006654086056973659
323,0.006881931907615151
324,0.007085669868740451
325,0.006625633379659495
326,0.006956702041646468
327,0.007140479801261934
328,0.00696115556975524
329,0.006950000589742659
330,0.007245383331445648
331,0.007278604919858763
332,0.007076398579332533
333,0.0077891790285718335
334,0.007395017559536289
335,0.007661449003631917
336,0.007708375164262007
337,0.007909618233069045
338,0.008291094354952176
339,0.008725891272108965
340,0.008795784920683393
341,0.008420698632833973
342,0.008423233498793576
343,0.008240574680966381
344,0.008348334410569723
345,0.008100502265009307
346,0.008279813844109099
347,0.008437527125410639
348,0.007969814316338352
349,0.00824642632732527
350,0.00817725608685877
351,0.008131160335635537
352,0.007976433356731106
353,0.008400950406210275
354,0.007971089871523738
355,0.008430141617585063
356,0.008209924910602968
357,0.008044071944501257
358,0.008072473644289181
359,0.008288928985391322
360,0.00857514428475886
361,0.008554509259632633
362,0.007848987057018588
363,0.007129134287073455
364,0.007477603349209704
365,0.007717041329455412
366,0.008362976576577278
367,0.008568468221169476
368,0.008405560791119277
369,0.008266430750551059
370,0.008403655815053375
371,0.00888588259901079
372,0.009173895365484713
373,0.009182704170385983
374,0.009054633239986223
375,0.009640410817873904
376,0.009745665166408604
377,0.0098903113376683
378,0.009946562422518342
379,0.009975113513427556
380,0.01001220329932923
381,0.009689359493485405
382,0.01011038894800606
383,0.010409392775043625
384,0.010557404251521225
385,0.010587979532112551
386,0.010376715573414822
387,0.010045868328709528
388,0.01009706463989223
389,0.009991429507322217
390,0.009594561536320795
391,0.009813405661934834
392,0.009222505212865998
393,0.008445476853787834
394,0.00828560613821189
395,0.008487006184273694
396,0.008851361714570766
397,0.008542344460902707
398,0.008742412662300511
399,0.008429054511219938
400,0.008531576099790474
401,0.008431620068851831
402,0.00842235362749611
403,0.00888578435902802
404,0.008834054369307605
405,0.008799504513463004
406,0.009040243018012645
407,0.00922425209053372
408,0.009110521926869168
409,0.00907663900635341
410,0.00871146573907452
411,0.008886493657559164
412,0.00845397482640139
413,0.007931442777458001
414,0.007731847779121722
415,0.008402733482933874
416,0.008937585953019885
417,0.008239802510043314
418,0.007749586522929814
419,0.008438914977321216
420,0.008137206750895352
421,0.007652083101149994
422,0.007458179189502594
423,0.007302284981159026
424,0.006822145542189024
425,0.006903737067957501
426,0.006897253818446507
427,0.006923825666041111
428,0.006832262329773596
429,0.0062110036776628534
430,0.006076032493556142
431,0.005919833183898965
432,0.006088737185448931
433,0.005811647007358762
434,0.005848782478733556
435,0.0053726049311101625
436,0.005756565717000658
437,0.005804730837757292
438,0.0062073762118544
439,0.006323909995579103
440,0.006233635467646998
441,0.007142819154500466
442,0.007228010861459597
443,0.007642371072393675
444,0.008149667366648555
445,0.008430406430272864
446,0.00839070680992791
447,0.008161934960683183
448,0.007534281098891818
449,0.007559104648976817
450,0.007216933714982816
451,0.006772686886772843
452,0.00663931651289701
453,0.006370781682960248
454,0.006628296393671477
455,0.00675534196714642
456,0.006956552406458055
457,0.007011814407918309
458,0.006950105799852927
459,0.007267554136704751
460,0.007198571291901757
461,0.00728173858930309
462,0.0070313029030909125
463,0.007066678911228469
464,0.0070439170475923695
465,0.007282822072252839
466,0.007365150473527453
467,0.007373066551943678
468,0.007271073421696832
469,0.006844570578842155
470,0.006729141999815687
471,0.006630913449762968
472,0.0062923896864478515
473,0.006187808423283229
474,0.005935391573580876
475,0.006429472767774172
476,0.006319703069556179
477,0.006680758283942337
478,0.006481209655000783
479,0.006447139345135069
480,0.006618967266040332
481,0.006872018581073924
482,0.006931654051209168
483,0.006738215818057286
484,0.0063482291812277675
485,0.006413903014850068
486,0.006266231567671041
487,0.00620917247122487
488,0.006248101054861874
489,0.006214252610105696
490,0.006294440066933655
491,0.006435070045776119
492,0.00615381780794852
493,0.006466367291517784
494,0.005901787245366078
495,0.005791277885140309
496,0.005871530444569021
497,0.005467147935764098
498,0.0051880731672914425
499,0.005318607926347934
500,0.00493385363482097
501,0.005274950508524643
502,0.004914219605771214
503,0.005132906467440397
504,0.005548060064840066
505,0.005480193095713143
506,0.005657528542820644
507,0.005798468722000797
508,0.005423283581814031
509,0.0055019149173967715
510,0.00594593739362424
511,0.006312007890663073
512,0.006205964707972076
513,0.005785921307976355
514,0.005227815424624754
515,0.005516298837788491
516,0.005123014504213319
517,0.005175661704078414
518,0.004674164265691445
519,0.004676209433300345
520,0.005178385860535006
521,0.004894975428933176
522,0.004800036867385203
523,0.00474940084824727
524,0.00492243294603646
525,0.005437284884911032
526,0.005509741101247806
527,0.005222732911901569
528,0.0051505800237932504
529,0.005435533164820231
530,0.005348293251664511
531,0.005141594679630613
532,0.005816735606828854
533,0.005984062235696851
534,0.00598381188309541
535,0.006164643908525093
536,0.006115610878034812
537,0.006375063894334439
538,0.006223129626945667
539,0.005610737052429222
540,0.005461926410411334
541,0.005462611667539738
542,0.005134958391467578
543,0.0047942128865991075
544,0.004802376754131248
545,0.004770174928386593
546,0.004968048887282141
547,0.0051738311902172355
548,0.005834641699919819
549,0.005513705920166645
550,0.005266005950942838
551,0.005483727427757852
552,0.005689433014159576
553,0.005804365435875608
554,0.005345979360442732
555,0.005610432894703761
556,0.005656485918978571
557,0.005638652150638769
558,0.005550238141779021
559,0.0060648513195016565
560,0.0058958273329274185
561,0.006192293811214587
562,0.005848448152395375
563,0.005379335818252237
564,0.005541562128525412
565,0.005618785659086305
566,0.005602432495053255
567,0.00548128489272452
568,0.005512662905130439
569,0.005577300618206577
570,0.005436351733129287
571,0.005258399539949518
572,0.005568876344630613
573,0.005381622771272322
574,0.005714284853165967
575,0.005931548216785944
576,0.005937039681490819
577,0.005780220450651912
578,0.00583692231656341
579,0.005215531734510076
580,0.005289895901706094
581,0.005304433812417155
582,0.004884642508778431
583,0.005367853074255748
584,0.0055358537612076215
585,0.004787647942494895
586,0.004589492645556724
587,0.004387107949243018
588,0.0046100866010941825
589,0.004447147011308886
590,0.004647229483380244
591,0.004582625271914378
592,0.004077900705926088
593,0.004037169841385613
594,0.0034106147416814183
595,0.0034254900127565963
596,0.003007087921947358
597,0.0031986597839563833
598,0.0029103650476640895
599,0.0021439360944889834
600,0.00214199572551366
601,0.0022243439639823954
602,0.002503639340771612
603,0.0024227370002433773
604,0.0021961670892238837
605,0.00250622623345339
606,0.0027032022619543155
607,0.0023030417947998948
608,0.0018715340719100322
609,0.0019998672668484667
610,0.0021871984914720297
611,0.0021079378063656963
612,0.002101976026737742
613,0.0018753171258946966
614,0.0022800669810855764
615,0.0025567668719727057
616,0.002365481882131122
617,0.002194798923535382
618,0.0022343296202040766
619,0.0023203830178315224
620,0.0021834813781982524
621,0.0022681654906902817
622,0.0024518769262993814
623,0.0027811217969981477
624,0.0031554803474543
625,0.004082592145332651
626,0.003942718173403565
627,0.004270411405429367
628,0.0041731250450329676
629,0.00427585167494967
630,0.0038581490168804753
631,0.0036904796433530162
632,0.003837654812697496
633,0.004156770393793264
634,0.004125666790317481
635,0.004795288522829252
636,0.005214882304929178
637,0.005381959731269702
638,0.00564429463294718
639,0.0059277096996726035
640,0.00618753022217778
641,0.006162407318945925
642,0.005881119370148109
643,0.00603972698924283
644,0.005870794033655917
645,0.005770168824570599
646,0.005547545325535513
647,0.005664827320052311
648,0.005382637428924608
649,0.005277074238331158
650,0.005189335416267412
651,0.004735612654593199
652,0.004733395218302871
653,0.004518407918877011
654,0.004290554408196701
655,0.004387442584773007
656,0.004222671148284998
657,0.00463506025092461
658,0.004440550681355246
659,0.00427419689243269
660,0.0045907184168375095
661,0.004778353771474009
662,0.0046469710197895
663,0.004860372727494524
664,0.00515281373140639
665,0.004846003952237112
666,0.004594112597858162
667,0.003997646921096782
668,0.0038641219719178447
669,0.0035970474906253723
670,0.0031340998016346515
671,0.0031107539094528554
672,0.0031941638370759974
673,0.0025154166159100165
674,0.0020863901427621684
675,0.0021595549187723904
676,0.0018340854597087707
677,0.002216026476882343
678,0.0025507247832346905
679,0.0024251323451474466
680,0.0026433307419835603
681,0.0024180458779778148
682,0.003077564216277411
683,0.00314071639666537
684,0.0029768128154281093
685,0.0030699441096307956
686,0.003129281056259794
687,0.0032814688514629
688,0.0031542045240016397
689,0.003269540579395485
690,0.0027975911174507456
691,0.0026309154296556567
692,0.002589207314642765
693,0.002725181007637817
694,0.0029489392078903202
695,0.002839244048252097
696,0.0027206439485573533
697,0.0027181484415939117
698,0.002037805449478782
699,0.0022061779936866886
700,0.0019430241517873197
701,0.0014822056424311416
702,0.001443946018005254
703,0.0006408351953420006
704,0.0008090074923042033
705,0.0005480105320900177
706,0.00044634189902700193
707,0.0010486601320972033
708,0.0012976712447866495
709,0.0006488149783752836
710,0.0006775349446144407
711,0.0006247800049657902
712,0.0002365852257261862
713,-0.00012187767788055491
714,-0.0003039705989165922
715,-0.000895770469582724
716,-0.0007028956584511576
717,-0.0008323095646455808
718,-0.0006441977346221556
719,-0.00047670335743876
720,-0.00014159695479340625
721,0.00030424146423365403
722,0.0006626809741038587
723,0.000367871742052262
724,0.0004249333616531002
725,0.000859285579216112
726,0.0005126304582451369
727,0.0010585470232149868
728,0.0014026011129351452
729,0.001987735797748749
730,0.0016695887262411153
731,0.0014675954322987315
732,0.0015788662118184508
733,0.0015407322639406846
734,0.0018793268862128405
735,0.002043393291991992
736,0.0023168048013883684
737,0.0024770739315004894
738,0.002258888057974798
739,0.002984469101521685
740,0.0024467810784901314
741,0.0027993358248755967
742,0.0031881520284248186
743,0.0029827389716614297
744,0.003563168899671167
745,0.003696461601261661
746,0.0038247393180489008
747,0.0035610399264611077
748,0.0032643059800230895
749,0.0032978822564140335
750,0.0031074472364958543
751,0.003557515127958312
752,0.0036666327266629373
753,0.0034667645108269543
754,0.0036815001993205556
755,0.004021233550461593
756,0.004030012498293256
757,0.004199625169389032
758,0.0038034582601995603
759,0.0045187490166919446
760,0.004645699997859288
761,0.0049583344079573485
762,0.004598144129211162
763,0.004568660392113767
764,0.00483607582777855
765,0.004811801601970375
766,0.004694507789688537
767,0.004327697789936995
768,0.0039992306527685045
769,0.0038015616255422644
770,0.003953326104431864
771,0.0035977621092564633
772,0.0034394525153646303
773,0.003804238066726417
774,0.004009561096236822
775,0.0040777488768892955
776,0.003962151680999915
777,0.003929217170788226
778,0.00397500436566579
779,0.0037411727282681446
780,0.0031921446430368907
781,0.0034106086950967595
782,0.0034504691634712056
783,0.003616096312109197
784,0.0028904609469438403
785,0.0031480589543887005
786,0.002930308135544586
787,0.00276226231318761
788,0.003213430387230243
789,0.0033696812598676537
790,0.003919284256797037
791,0.0037255890433306894
792,0.004411237359181402
793,0.005064067230552801
794,0.005297721913792124
795,0.004819790055575609
796,0.005137346367036338
797,0.00431537292884012
798,0.004345218109536078
799,0.004424907928122937
800,0.004929150674279185
801,0.005045038037033412
802,0.005050588145992359
803,0.0049686889916444425
804,0.004862961925143111
805,0.0053263874669101235
806,0.005184965010826125
807,0.005672239284870756
808,0.005955047046798801
809,0.006067117507176576
810,0.00616519135734353
811,0.006180662332827153
812,0.006057835503603701
813,0.0059787782625615885
814,0.0062340553131866785
815,0.006446510318231832
816,0.006542710006494372
817,0.00684976826352955
818,0.007214591843108391
819,0.007414974260470429
820,0.007920614493989604
821,0.0075702906708444255
822,0.00792889141374491
823,0.0077962005540078315
824,0.007307285366262717
825,0.0068627541032893185
826,0.006683352434118021
827,0.00665937026768734
828,0.0066894100185960455
829,0.0069756470822379246
830,0.006791482317574259
831,0.00672146380594623
832,0.007395768612126159
833,0.007299716418003773
834,0.007004545085283006
835,0.006891101383856008
836,0.006960741944844344
837,0.007020585900006199
838,0.007488904323316861
839,0.007346243115616461
840,0.007784369824759656
841,0.007433603955664716
842,0.0073679739459170225
843,0.007492030507164381
844,0.007865452771650747
845,0.008053971954105957
846,0.008022191986874861
847,0.008332746553080873
848,0.008367399941430965
849,0.008151098524832425
850,0.008138011402413147
851,0.007701613408964797
852,0.007408281377388567
853,0.0075452904967637565
854,0.007344993985998899
855,0.0073712546715041845
856,0.007408640305832635
857,0.0071076888333556085
858,0.0068784618772218245
859,0.007145609583344441
860,0.007139164082079807
861,0.006958108117142426
862,0.00634069621057798
863,0.005888353902566293
864,0.005947681472620736
865,0.005318507751130569
866,0.005247153663190533
867,0.005423486900928323
868,0.005810231586250993
869,0.0055807764240261605
870,0.006137935993687057
871,0.006140769724127909
872,0.0066094294966351505
873,0.006247044026812802
874,0.007017184420350349
875,0.006825798203393673
876,0.007270876959135045
877,0.00675051459854619
878,0.00729295756678687
879,0.00720033376705135
880,0.007373671745223134
881,0.0071190545752951445
882,0.007229812556192229
883,0.007274218755969569
884,0.007597025925635462
885,0.007387479289450723
886,0.007723049344335222
887,0.007857046893542247
888,0.007843388190449654
889,0.00809202648457239
890,0.00805796139909532
891,0.008280202039434331
892,0.008489184735676962
893,0.008669312792497516
894,0.00831475218454365
895,0.008705099326557747
896,0.009250186530860625
897,0.009613633292821866
898,0.009484958361910654
899,0.009738813631795086
900,0.009800352828316027
901,0.010080383078343292
902,0.010498368355378549
903,0.010918476415243078
904,0.010927220645232463
905,0.010905233283387276
906,0.011657154642685987
907,0.011046330543354639
908,0.01096328412422095
909,0.010737660841294008
910,0.011167288979448388
911,0.010814186634905248
912,0.01085950794434596
913,0.010690768883711456
914,0.010901175585605364
915,0.01070515294333921
916,0.010191730456890473
917,0.010673171872043946
918,0.00997863907787784
919,0.009241635917755226
920,0.008814000721285027
921,0.008774779451571044
922,0.008462244821278043
923,0.008752059390130821
924,0.008830693358679208
925,0.008660533604879483
926,0.008775094631734263
927,0.009196440278215609
928,0.009144868687501266
929,0.008793881422190133
930,0.008890095728682497
931,0.008706009343333142
932,0.009033919562532985
933,0.009702000469141311
934,0.0100936447815479
935,0.010225286492810627
936,0.010416137042184205
937,0.010781801920072038
938,0.01039948467955173
939,0.010338956857302972
940,0.010030651035623192
941,0.00953275626224519
942,0.008902266178426536
943,0.00880528753107616
944,0.008740342532814142
945,0.008321223439630574
946,0.008370934569736378
947,0.007966452023091274
948,0.007671332142515537
949,0.007624308567226479
950,0.00822991123159954
951,0.007992173989170483
952,0.008128815457344422
953,0.008106078393082776
954,0.0076722094443005835
955,0.00766873591704828
956,0.008243993916336052
957,0.007678746367665718
958,0.007707367546821278
959,0.007271885446931524
960,0.006891514468031217
961,0.007007113188259514
962,0.0069457315396187465
963,0.007153652093284272
964,0.006981653531553398
965,0.007034509658975995
966,0.00664739027871236
967,0.00749961933446598
968,0.007593350445304002
969,0.007124397555523563
970,0.007075883062428998
971,0.007062109909806242
972,0.006522538019154209
973,0.006012919204781612
974,0.006055368731203709
975,0.005390918551406748
976,0.005433518777536271
977,0.005624739263750484
978,0.0054017743535789645
979,0.0050924984953858235
980,0.004663179579205992
981,0.00552310127231796
982,0.005323928390247417
983,0.005314577711466844
984,0.005789668286305885
985,0.005568170407584256
986,0.005816225224467068
987,0.005500370810600496
988,0.005372067251581962
989,0.004602812563763445
990,0.005092850402882988
991,0.005124361080447403
992,0.005335436445749705
993,0.005578028918130219
994,0.005065481192517394
995,0.004583128792942945
996,0.004088761499649031
997,0.004333751484235609
998,0.0044426348974531855
999,0.00446105216680032
